"classifiedTitle","searchResultsAttributeValue","searchResultsAttributeValue 2","classified-price-container","searchResultsLocationValue"
"Doğalgazlı gaziemir yeşilyurt dolmuş son durağına yakın","100","2+1","15.000 TL","BornovaAtatürk"
"Kiralık daire","100","3+1","250.000 TL","ÇeşmeAlaçatı"
"BORNOVA GOLDİVA KUZEY'DE BAHÇEŞEHİR KARŞISI 2+1 KİRALIK DAİRE","132","2+1","26.000 TL","BornovaÇamdibi"
"Buca Adatepe'de Üniversite Yakını Köşe Konumda Kiralık 1+1 Daire","55","1+1","11.500 TL","Buca"
"MCD GROUP GAYRİMENKUL'DEN ÇAMLI KÖYÜNDE 2+1 KİRALIK DAİRE","110","2+1","14.250 TL","GüzelbahçeKöyler"
"Urla Kalabak'da DENİZE SIFIR ''Full Sıfır Eşyalı '' 2+1 Daire","75","2+1","40.000 TL","Urla"
"ALİAĞA YENİ MAH'de DENİZ MANZARALI KİRALIK GENİŞ 180m²-2+1-DAİRE","180","2+1","20.000 TL","Aliağa"
"VİVA GAYRİMENKULDEN HAVUZLU SİTE İÇERİSİNDE KİRALIK 3+1 DAİRE","165","3+1","17.000 TL","Torbalı"
"İKON TOWERDA ULTRA LÜKS EŞYALI KİRALIK DAİRE","190","2.5+1","60.000 TL","BornovaAltındağ"
"EFE EMLAKTAN URKMEZ MERSINALANI MAHALLESINDE 3+1 1.KAT DAIRE","150","3+1","20.000 TL","SeferihisarÜrkmez"
"FULL EŞYALI ARAKAT DOĞALGAZLI KİRALIK..","85","2+1","15.000 TL","Bergama"
"İzmir Karşıyaka Körfezköy Sitesi Kiralık 3+1 Daire","256","3+1","25.000 TL","Karşıyaka"
"ROYAL REZİDANS'TA KİRALIK AMERİKAN MUTFAK 2+1 DAİRE","90","2+1","20.000 TL","KarşıyakaCumhuriyet"
"Sahibinden Bornovada 2+1 kiralık daire","70","2+1","10.750 TL","BornovaÇamdibi"
"MENEMEN SEYREK TE, YENİ PAZAR YERİ KARŞISI KİRALIK 1+1 DAİRE","40","1+1","8.500 TL","MenemenSeyrek"
"TINAZTEPE'DE KAMPÜS KARŞISI KİRALIK SIFIR 2+1","80","2+1","25.000 TL","Buca"
"GÖZDE EMLAK'TAN BALÇOVA ONUR MAHALLESİ'NDE KİRALIK 2+1 DAİRE","100","2+1","15.000 TL","Balçova"
"Bornova Atatürk Mahallesinde Kiralık 3+1 Daire","120","3+1","15.000 TL","BornovaAtatürk"
"2+1 Eşyalı Doğalgazlı Klimalı Daire","80","2+1","17.500 TL","Buca"
"EMLAK DÜNYASI ÇEŞME KİRALIYOR| ÇEŞME MERKEZDE EŞYASIZ AY ÖDEMELİ","55","1+1","20.000 TL","Çeşme"
